,importance
10437,3.5589134256167985e-05
10438,7.661649444969252e-05
10439,4.2761099569053136e-05
10440,2.2869904960213907e-05
10441,8.523387806540172e-05
10442,5.4235851486802845e-05
10443,4.760329199678185e-05
10444,0.00012146869648954553
10445,5.5718353102763904e-05
10446,8.705821738994194e-05
10447,0.00010144897776013528
10448,3.217954227250021e-05
10449,0.0003602246080305661
10450,0.0001646340492186041
10451,0.00014259700824130277
10452,3.3627416286228736e-05
10453,3.1857950389011145e-05
10454,4.444534681281503e-05
10455,2.487343091221785e-05
10456,8.002809742982896e-05
10457,3.419772978038049e-05
10458,8.924944527490276e-05
10459,5.750382192739558e-06
10460,7.813195195227691e-05
10461,0.0001759164054807126
10462,8.207879436253298e-05
10463,1.986887008749202e-05
10464,5.004955926040878e-05
10465,2.9433937524033346e-05
10466,6.774271723176568e-05
10467,9.630311537567863e-05
10468,1.7370856016133487e-05
10469,0.00010751813679848142
10470,9.586323132527561e-05
10471,7.961872567764908e-05
10472,5.210485028602764e-05
10473,7.583271041318672e-05
10474,4.759958562886671e-05
10475,6.94630031910648e-05
10476,2.1187483234136377e-05
10477,5.687841491369281e-05
10478,6.302373676552932e-05
10479,3.368852918076872e-05
10480,5.5265069799651826e-06
10481,5.443309570048318e-06
10482,4.6705940888266944e-05
10483,2.9993420186866485e-06
10484,9.016720924796362e-05
10485,0.0
10486,1.6824481116864634e-05
10487,9.036005214703567e-05
10488,1.9806362697609054e-05
10489,5.968767719879583e-05
10490,0.00016981608077409926
10491,0.00011488525087541497
10492,4.078488406172688e-05
10493,6.427935770740353e-05
10494,3.009823907764542e-05
10495,6.0789009888624635e-06
10496,3.134447299027204e-05
10497,1.9231167178883695e-05
10498,5.5284266606738525e-05
10499,2.613967762877769e-05
10500,8.578743504035794e-05
10501,0.00014251141850211402
10502,7.519026594926287e-05
10503,4.720288131736385e-05
10504,1.0529630618996692e-05
10505,0.00025724354007385737
10506,0.00023309832376158893
10507,8.0814019681218e-05
10508,1.7593289097746297e-05
10509,2.2152186519328842e-05
10510,2.2493542384139808e-05
10511,3.95601603340199e-05
10512,7.965874199934256e-05
10513,2.054901100958181e-05
10514,3.312121881360991e-05
10515,2.532888356890298e-05
10516,4.4413811269765406e-05
10517,3.0140434552199207e-06
10518,8.26875844443455e-05
10519,3.120602277983516e-05
10520,2.4042704945866392e-05
10521,8.39057829611773e-05
10522,4.077264232401717e-05
10523,6.641625790218387e-05
10524,5.864562655478355e-05
10525,4.860745812860998e-05
10526,3.837194687932148e-06
10527,7.887567248851321e-06
10528,4.546923565038487e-05
10529,3.2246719502869105e-05
10530,9.218502275740012e-05
10531,5.311906660212168e-05
10532,0.00013266378736658178
10533,5.0993860761758444e-05
10534,3.802238754717904e-05
10535,1.515293113649167e-05
10536,4.6851560186082514e-05
10537,9.665735461957514e-05
10538,7.60067142967896e-05
10539,6.0290229783762405e-05
10540,1.854969716405053e-05
10541,1.3046812889585461e-05
10542,0.0
10543,0.0
10544,0.0
10545,0.0
10546,0.0
10547,0.0
10548,0.0
10549,0.0
10550,0.0
10551,0.0
10552,0.0
10553,0.0
10554,0.0
10555,0.0
10556,0.0
10557,0.0
10558,0.0
10559,0.0
10560,0.0
10561,0.0
10562,0.0
10563,0.0
10564,0.0
10565,0.0
10566,0.0
10567,0.0
10568,0.0
10569,0.0
10570,0.0
10571,0.0
10572,0.0
10573,0.0
10574,1.2970886312030346e-05
10575,7.144520217850752e-05
10576,2.996475265179771e-05
10577,1.4614686640489929e-05
10578,2.057162296159393e-05
10579,6.189584534244915e-05
10580,6.390476476964518e-05
10581,7.008070351479792e-05
10582,6.856823383897704e-05
10583,4.190760678751972e-05
10584,8.459289135237272e-05
10585,6.662847587003954e-05
10586,2.2906964335016023e-05
10587,3.4529701287531546e-05
10588,4.389840109672405e-05
10589,2.489445007206208e-05
10590,5.458152150982483e-05
10591,7.984424645388096e-06
10592,4.755287201154065e-05
10593,1.1444975897897663e-05
10594,2.0540478596952352e-05
10595,3.286079461372479e-05
10596,4.9712109009886575e-05
10597,1.819919894688567e-05
10598,9.565179510789048e-05
10599,1.9558458693572716e-05
10600,1.9033715551779025e-05
10601,6.803856848130956e-06
10602,7.912347057693393e-05
10603,1.0809071769682958e-05
10604,1.4905377212681757e-05
10605,4.427156708764006e-05
10606,6.353476589295362e-05
10607,4.522883254315056e-05
10608,3.87660477541299e-05
10609,1.1089923505451209e-05
10610,9.191156740403137e-05
10611,0.0001833567200238199
10612,0.00010337402159084984
10613,3.714309519244443e-05
10614,5.298351537751523e-05
10615,0.00015291471112927516
10616,2.869053741594613e-05
10617,4.201199785958411e-05
10618,0.00010885010346803811
10619,3.696265980756931e-05
10620,4.5174220138717136e-05
10621,3.875524878507662e-05
10622,0.00011063479051338434
10623,1.3810249136336103e-05
10624,5.9707186642565894e-05
10625,0.00012696180278126627
10626,0.00014415620161066972
10627,0.00026956545397315983
10628,0.00015886545193594484
10629,3.8376761217643376e-05
10630,7.5689171130343e-05
10631,1.9531723644019154e-05
10632,5.632683141765185e-05
10633,3.361094793171277e-05
10634,4.710588697130966e-05
10635,8.248779937269355e-05
10636,2.437529506008115e-05
10637,3.2967417488081654e-05
10638,4.695978094519935e-05
10639,4.0919271732905124e-05
10640,4.492382216365775e-05
10641,2.9320746154125093e-05
10642,4.398741121898719e-05
10643,6.8486248878236185e-06
10644,3.177050595357639e-05
10645,4.604774685591327e-05
10646,2.2617387195022166e-05
10647,1.0514716028627725e-05
10648,7.880573299243373e-05
10649,4.533332587787808e-05
10650,2.7694566556130047e-05
10651,9.216200138990742e-05
10652,4.450586937891182e-05
10653,5.891194204241238e-05
10654,0.00014024517594931149
10655,0.0
10656,5.906696274775745e-06
10657,8.836762981191083e-06
10658,8.946762405767687e-05
10659,8.57731983472912e-06
10660,6.345460739635004e-06
10661,6.780251429421842e-06
10662,2.7525629602836176e-05
10663,2.873614334313462e-05
10664,9.058965431828965e-05
10665,0.0001598892404648922
10666,6.0990850340616494e-05
10667,8.667562108450901e-05
10668,2.6449250161431856e-05
10669,4.168506252195571e-05
10670,0.00012261352094820164
10671,4.2030465998910564e-05
10672,6.532473145941252e-05
10673,0.0001400549039379619
10674,7.12472342450798e-05
10675,0.00010034834954602507
10676,4.580720014749948e-05
10677,0.0001795965985427066
10678,1.0953304977515655e-05
10679,0.00020021104562331784
10680,2.1064780575506054e-05
10681,0.00011600339306664266
10682,0.000446534609275772
10683,4.6918466497113196e-05
10684,0.00011436632661242688
10685,4.341305698649776e-05
10686,1.2745402705406162e-05
10687,6.483535599157339e-05
10688,2.4454061801501654e-05
10689,5.1476196427031785e-05
10690,2.0643057797183057e-05
10691,4.197127045630547e-05
10692,3.1387624300950796e-05
10693,6.387570852448933e-05
10694,8.28208450704596e-05
10695,3.7460498752986824e-05
10696,2.8420127779612472e-05
10697,1.2357310181395355e-05
10698,4.214333521534266e-05
10699,3.747481368212661e-05
10700,5.857946919090247e-06
10701,2.9876317593564467e-05
10702,3.813102502679634e-05
10703,9.799881410217026e-05
10704,1.9212823256267487e-05
10705,4.29621965260661e-05
10706,4.2955346773168745e-05
10707,9.083487610001897e-05
10708,1.794496871186897e-05
10709,1.7970541342993255e-05
10710,5.3608675107114627e-05
10711,4.830157594225611e-05
10712,2.3799011367364773e-05
10713,2.4213158023929984e-05
10714,5.075420808074855e-05
10715,5.6468515310398535e-05
10716,3.4612737355600765e-05
10717,1.0134273791300083e-05
10718,5.889877082472308e-05
10719,6.033743193802294e-06
10720,0.0
10721,0.0
10722,0.0
10723,0.0
10724,0.0
10725,0.0
10726,0.0
10727,0.0
10728,0.0
10729,0.0
10730,0.0
10731,0.0
10732,0.0
10733,0.0
10734,0.0
10735,0.0
10736,0.0
10737,0.0
10738,0.0
10739,0.0
10740,0.0
10741,0.0
10742,0.0
10743,0.0
10744,0.0
10745,0.0
10746,0.0
10747,0.0
10748,0.0
10749,0.0
10750,3.8504940247616945e-06
10751,5.327719508234686e-06
10752,4.985861483951757e-05
10753,2.797211380816314e-05
10754,0.00010990288143589905
10755,2.2341327255068332e-05
10756,5.819142181179179e-05
10757,3.655629743594279e-05
10758,5.832463541522308e-05
10759,5.132851240418157e-05
10760,3.781501486802683e-05
10761,3.730054433615312e-05
10762,3.592542287192465e-05
10763,2.356183038607015e-05
10764,2.34172311686816e-05
10765,7.500681085361924e-05
10766,2.8218988591686137e-05
10767,6.776071793115723e-05
10768,2.600423680221328e-05
10769,2.3227824865464127e-05
10770,4.348690935734159e-05
10771,6.733260260354287e-05
10772,1.7135658173392955e-05
10773,7.709862626313145e-05
10774,5.496426599811501e-05
10775,2.600168892834787e-05
10776,4.808629513863987e-05
10777,2.852210166252987e-05
10778,2.5834162020249183e-05
10779,7.468857702443615e-05
10780,4.34985538414063e-06
10781,4.558845269526404e-05
10782,5.452663385407503e-05
10783,4.07690004282016e-05
10784,6.131646787037033e-05
10785,5.694311631930396e-05
10786,8.26148075379935e-05
10787,0.00024262257037138872
10788,0.00021124646160226225
10789,0.00012969093257171035
10790,0.0002472974643429713
10791,3.7807977511018363e-05
10792,5.648079141312434e-05
10793,6.374084042940968e-05
10794,2.4719065310371398e-05
10795,0.00011390326936703796
10796,5.304647057432937e-05
10797,3.012496535162183e-05
10798,0.0
10799,4.16809536375086e-05
10800,3.7703737721046694e-05
10801,4.255158830327513e-05
10802,0.0001607370810344129
10803,0.00010352970592140456
10804,3.695440104897749e-05
10805,4.526326275326431e-05
10806,4.166236162800254e-05
10807,7.675037006911692e-05
10808,1.9938345696519412e-05
10809,8.431426694811474e-06
10810,5.863652295044638e-06
10811,2.759680111861582e-05
10812,0.00011050173524196596
10813,9.182505335954233e-05
10814,4.3399067849551074e-05
10815,7.615989239935142e-05
10816,3.3724032681760975e-05
10817,4.318404105746759e-05
10818,3.57335955953479e-05
10819,1.4562261491232971e-05
10820,6.180728652428406e-05
10821,1.3588366739873661e-05
10822,8.224095038448112e-06
10823,8.345482106368295e-05
10824,0.00010656590835694102
10825,3.5756356031374576e-05
10826,0.0
10827,6.212110606783915e-05
10828,4.6730282181553224e-05
10829,4.96738470525065e-05
10830,4.309351534768175e-05
10831,3.221864106419645e-05
10832,5.0606566603047924e-05
10833,4.4512440321914736e-05
10834,5.879336759795011e-05
10835,1.3157156415693933e-05
10836,4.974259308621224e-05
10837,3.050332613790785e-05
10838,0.00012426824026015495
10839,1.429363188477462e-05
10840,0.00019487070195542812
10841,0.00018164812930823919
10842,0.00015612789372609494
10843,0.00018480611608387567
10844,4.83807109347622e-05
10845,1.8039230327657874e-05
10846,7.817047171727012e-05
10847,7.833244675969468e-05
10848,0.00011316433574060893
10849,1.1516587093683838e-05
10850,5.0305340710046006e-05
10851,7.276072217276164e-05
10852,5.774490698554667e-05
10853,7.535076799224254e-05
10854,0.00011054921308930988
10855,0.0001612580807172579
10856,5.968627814850914e-05
10857,2.099265640125269e-05
10858,0.00012987083946313903
10859,1.9301097146392266e-05
10860,0.0
10861,4.2601798283565425e-05
10862,1.6572831405474008e-05
10863,1.5778190959550825e-05
10864,2.806311458370149e-05
10865,3.4863240131390326e-05
10866,3.632395463234069e-05
10867,5.682951914933955e-05
10868,4.116485485869225e-05
10869,4.415660430730747e-05
10870,4.5041671124093925e-05
10871,3.722393535410728e-05
10872,5.172758941513584e-05
10873,3.362725378003669e-05
10874,4.268397576988806e-05
10875,7.43004401985449e-06
10876,5.358315692952773e-05
10877,4.706635501120775e-05
10878,0.00011685793161033993
10879,4.633074194086861e-05
10880,7.664812308530255e-05
10881,3.04719311816979e-05
10882,4.3313221194697545e-05
10883,5.2653896514032776e-05
10884,4.3303973324022036e-05
10885,4.081900947393504e-05
10886,8.542580893539029e-05
10887,6.307392997935128e-05
10888,5.843169084433283e-05
10889,2.0440688916801594e-06
10890,2.512164774399747e-05
10891,4.260087767264234e-05
10892,2.954789442839996e-05
10893,1.5309941520467837e-06
10894,4.539998944377325e-05
10895,2.6231110688794444e-05
10896,0.0
10897,0.0
10898,0.0
10899,0.0
10900,0.0
10901,0.0
10902,0.0
10903,0.0
10904,0.0
10905,0.0
10906,0.0
10907,0.0
10908,0.0
10909,0.0
10910,0.0
10911,0.0
10912,0.0
10913,0.0
10914,0.0
10915,0.0
10916,0.0
10917,0.0
10918,0.0
10919,0.0
10920,0.0
10921,0.0
10922,0.0
10923,0.0
10924,0.0
10925,0.0
10926,0.0
10927,4.636514451345031e-05
10928,1.5787658469975716e-05
10929,4.339088455830463e-05
10930,6.791053108972215e-05
10931,3.148650588741629e-05
10932,2.526677159734005e-05
10933,2.5378983239127178e-05
10934,3.488267899422765e-05
10935,3.8360467731318465e-05
10936,3.051274473137598e-05
10937,7.291491640903968e-05
10938,2.803435001768692e-05
10939,1.7506150334460197e-05
10940,2.6028395418758296e-05
10941,5.358752275029975e-05
10942,9.645188572195422e-05
10943,0.00011713131617340282
10944,2.0435064030566744e-05
10945,4.047885299498596e-05
10946,2.8947992807910436e-05
10947,3.422818527524531e-05
10948,0.00010052576006055687
10949,5.418037081683197e-05
10950,4.644888591020441e-05
10951,2.4888951450011052e-05
10952,4.260115370986781e-05
10953,8.328461724033973e-06
10954,4.85122938833372e-05
10955,4.763819426944871e-05
10956,3.3703444176410685e-05
10957,8.13200154763283e-05
10958,6.670457111019451e-05
10959,6.327580131056112e-05
10960,3.030317232769808e-06
10961,0.00012262474600585518
10962,0.00034422931780900306
10963,0.00025991161494210075
10964,4.932935892342132e-05
10965,0.00010291802536247284
10966,3.883122505684604e-05
10967,4.3937839130178045e-05
10968,3.579499748977216e-05
10969,6.892433799732031e-05
10970,6.550406751409341e-05
10971,5.224327331597729e-05
10972,0.00011944989451502936
10973,4.389175596407144e-05
10974,9.049039314683064e-05
10975,1.107898437755525e-05
10976,3.538787431944714e-05
10977,4.294258457530543e-05
10978,2.796799802791536e-05
10979,5.439381009433114e-05
10980,9.636887876035175e-05
10981,0.0002503314165700628
10982,5.129136210111011e-05
10983,2.8269441285063798e-05
10984,8.158896673654157e-05
10985,4.089318002047688e-05
10986,3.2312391996092905e-05
10987,7.2827431519616e-06
10988,5.985032793011939e-05
10989,6.629188550947933e-05
10990,8.565725394406216e-05
10991,0.0
10992,4.065691038671724e-05
10993,1.4603740638433272e-05
10994,1.740878086872737e-05
10995,3.1387686896945176e-05
10996,4.959683845381712e-05
10997,3.1397552596576385e-05
10998,1.308383757497925e-05
10999,7.149038928459101e-05
11000,8.59170820505977e-05
11001,4.413213198347051e-05
11002,5.1031987768293964e-05
11003,2.530157284120311e-05
11004,1.1159479974087486e-05
11005,2.8915008912123864e-05
11006,2.456517644925457e-05
11007,4.332817642756165e-05
11008,7.630468304550223e-05
11009,7.279263748229246e-05
11010,3.4947103959050396e-05
11011,1.8548301329492153e-05
11012,2.5763690841197644e-05
11013,8.188251860376681e-05
11014,2.03462488932059e-05
11015,5.628426692960966e-05
11016,0.00018142784099241404
11017,0.00037795776700762603
11018,4.889091274528031e-05
11019,9.46493684518996e-05
11020,4.297275687340827e-05
11021,6.104978570884402e-05
11022,7.594156961351099e-05
11023,3.612233922723615e-05
11024,1.5751395755794396e-05
11025,2.9729928006306443e-05
11026,8.78916110214179e-05
11027,4.644039062129132e-05
11028,4.4352664836461584e-05
11029,9.760791686243461e-05
11030,9.640700878867544e-05
11031,4.151717409530203e-05
11032,7.970021655350194e-05
11033,3.0452504191985125e-05
11034,2.4288363188146887e-05
11035,5.698219956287192e-05
11036,4.517030049949253e-05
11037,3.479923121265753e-05
11038,5.1053566839794694e-05
11039,2.0048338474430035e-05
11040,2.3337537024811454e-05
11041,3.7960143613183726e-05
11042,1.7197587562931843e-05
11043,2.8434984822198017e-05
11044,7.531422452622253e-05
11045,6.891238940402844e-05
11046,6.905250171067259e-05
11047,4.3195352714506476e-05
11048,3.0273920033323767e-05
11049,6.337169161822118e-05
11050,6.954631641243666e-05
11051,2.0611501404604173e-05
11052,8.381903218226989e-05
11053,4.8037778698448104e-05
11054,8.331600176425878e-05
11055,6.966777447747527e-05
11056,2.9385273325792406e-05
11057,2.208269202806284e-05
11058,4.671124758821843e-05
11059,2.0068402270415138e-05
11060,4.659455877843253e-05
11061,0.0001119755533469417
11062,0.00011243684899785083
11063,0.0001233322536399323
11064,2.5298533796156647e-05
11065,3.0472660684181882e-05
11066,5.871768745947675e-06
11067,1.9399368007517856e-05
11068,9.436824201936402e-06
11069,9.860796407985795e-06
11070,0.0
11071,4.5471109139981e-05
11072,0.0
11073,0.0
11074,0.0
11075,0.0
11076,0.0
11077,0.0
11078,0.0
11079,0.0
11080,0.0
11081,0.0
11082,0.0
11083,0.0
11084,0.0
11085,0.0
11086,0.0
11087,0.0
11088,0.0
11089,0.0
11090,0.0
11091,0.0
11092,0.0
11093,0.0
11094,0.0
11095,0.0
11096,0.0
11097,0.0
11098,0.0
11099,0.0
11100,0.0
11101,0.0
11102,8.188000155492983e-06
11103,3.9495985094842016e-05
11104,7.248652931291122e-05
11105,0.00010555823055710191
11106,2.908302126179221e-06
11107,4.3704067949733026e-05
11108,6.470598813059747e-05
11109,2.004878513548728e-05
11110,5.5036181181768407e-05
11111,6.317163649354322e-05
11112,5.284470578911133e-05
11113,5.388968796407837e-05
11114,5.829609450479521e-05
11115,6.034821834272539e-05
11116,6.1899524391165e-05
11117,5.956600154969043e-05
11118,5.5697266286729875e-05
11119,5.123000121067648e-05
11120,0.00011068587191671896
11121,2.4825680821052882e-05
11122,2.668936045437319e-05
11123,3.764822801900978e-05
11124,0.00010664537022953841
11125,9.764307776258786e-05
11126,5.227384290186546e-05
11127,6.702722049757844e-05
11128,6.780133059642553e-05
11129,0.00011749398414006158
11130,0.00010589115157237612
11131,3.668489368743229e-05
11132,4.016587347703981e-05
11133,4.414213679203067e-05
11134,4.076871646501304e-05
11135,3.456538013860733e-05
11136,2.1052333501318807e-05
11137,1.6435186068736066e-05
11138,8.75113424658346e-06
11139,0.00013213169480492305
11140,0.00013792357931680584
11141,0.00026282665970119604
11142,8.563630573394918e-05
11143,3.871663427931818e-05
11144,4.556010137387526e-05
11145,5.054887671345257e-05
11146,6.003635612475221e-05
11147,1.4952900927363142e-05
11148,1.6584647825972773e-05
11149,3.392760263670343e-05
11150,0.00014552040523119675
11151,0.00015908439949926728
11152,4.4042372734230846e-05
11153,9.230070092481619e-05
11154,0.0001599242240436912
11155,0.0001863624360092482
11156,0.0001973266964330948
11157,8.5713797224657e-05
11158,0.0001348899631089754
11159,4.909072054169981e-05
11160,0.00014359400962557357
11161,2.4374592703345314e-05
11162,5.51123847797305e-05
11163,8.743032280707291e-06
11164,4.9459310236793214e-05
11165,4.84393390076641e-05
11166,0.00010069024619900218
11167,7.000584870090185e-05
11168,5.7519150139412495e-05
11169,4.527534670370518e-05
11170,1.593142979085063e-05
11171,2.8154834913083208e-05
11172,6.724748532262371e-05
11173,4.486286639567035e-05
11174,6.801198163014858e-05
11175,6.850804701130734e-05
11176,0.0001016346793919945
11177,1.9368290634953334e-05
11178,1.2109268879832569e-05
11179,7.431204838459981e-05
11180,5.962209254298743e-05
11181,3.0549652642158844e-05
11182,5.674232778243626e-05
11183,4.171383449004887e-05
11184,7.383482695413533e-05
11185,0.0001250804404117238
11186,2.521473807038971e-05
11187,7.238152759685868e-05
11188,7.670503767350088e-05
11189,0.00012290940841256054
11190,0.00015773124259183652
11191,0.0005096435069510306
11192,5.9711401549128974e-05
11193,0.00028124739054799877
11194,0.00014254872153063547
11195,0.0001571071823607317
11196,3.015543886496524e-05
11197,0.00014693339473855827
11198,0.00019065532516189543
11199,0.0002570681846295643
11200,3.534161715164179e-05
11201,7.96082543904433e-05
11202,4.7406771226893396e-05
11203,3.54424824808917e-05
11204,9.945869128184799e-05
11205,0.00010150345069470072
11206,0.00011754643751291276
11207,8.304442523775428e-05
11208,0.00010573153554284622
11209,5.111229646189586e-05
11210,3.30825306185472e-05
11211,9.647875984544241e-06
11212,1.2259066482616884e-05
11213,2.7090945635866083e-05
11214,7.239689337336495e-05
11215,3.7981745907118584e-05
11216,2.4777385076935938e-05
11217,1.4721026739926022e-05
11218,7.047692795108546e-05
11219,7.361518083640801e-05
11220,2.5596727373343628e-06
11221,8.14639659066546e-05
11222,1.0281360213262496e-05
11223,0.00014772920964702856
11224,6.18327634951596e-05
11225,5.7093533547126914e-05
11226,5.6023493424595564e-05
11227,5.702145650833881e-05
11228,6.0612205759694346e-05
11229,2.8933380772526406e-05
11230,8.233326168868824e-05
11231,8.638124416732924e-06
11232,8.843808917612972e-05
11233,2.8137607588127436e-05
11234,3.0249698073529155e-05
11235,7.015101077901173e-05
11236,7.388574050539805e-05
11237,2.9612312186617957e-05
11238,7.737033105136603e-05
11239,3.726255886466943e-05
11240,1.1676663739121114e-05
11241,1.103181048609257e-05
11242,1.5224591538144785e-05
11243,1.9491364719655143e-05
11244,1.6106982812210787e-05
11245,1.6260243662937355e-05
11246,1.4147720237122147e-05
11247,6.758304367667115e-05
11248,0.0
11249,0.0
11250,0.0
11251,0.0
11252,0.0
11253,0.0
11254,0.0
11255,0.0
11256,0.0
11257,0.0
11258,0.0
11259,0.0
11260,0.0
11261,0.0
11262,0.0
11263,0.0
11264,0.0
11265,0.0
11266,0.0
11267,0.0
11268,0.0
11269,0.0
11270,0.0
11271,0.0
11272,0.0
11273,0.0
11274,0.0
11275,0.0
11276,0.0
11277,0.0
11278,2.193170362111841e-05
11279,8.861036368565202e-06
11280,4.9275306010274884e-05
11281,9.943116601965654e-05
11282,1.8232774429455918e-05
11283,1.0701509082892039e-05
11284,7.37017104183633e-05
11285,2.8539853295542164e-05
11286,6.178213613111484e-05
11287,9.27877512697079e-05
11288,0.00018463717449148062
11289,7.35584100286877e-05
11290,5.2512723826141583e-05
11291,1.2546264551360839e-05
11292,7.461654647497396e-05
11293,1.93504233636948e-05
11294,5.045428755335121e-05
11295,2.858618328003696e-05
11296,0.00011827441726605725
11297,6.690522824057119e-05
11298,1.9141850882102578e-05
11299,0.00012045913793651034
11300,0.00012275392774905563
11301,6.64477734752638e-05
11302,0.00012818851670859431
11303,0.0001294038754941996
11304,5.6370556588042275e-05
11305,8.520553127478573e-05
11306,7.148522733697457e-05
11307,5.3538368426577964e-05
11308,8.039969688227231e-05
11309,0.00010688076126399538
11310,5.641387939024975e-05
11311,2.200014412387298e-05
11312,1.036616300401485e-05
11313,1.797119763709056e-05
11314,4.415231545781313e-05
11315,0.0004483711836273308
11316,0.00010572748884520263
11317,8.725125883033341e-05
11318,9.193318390353498e-05
11319,5.370302138752454e-05
11320,6.069937031574369e-05
11321,7.926312058137905e-05
11322,1.845130926709521e-05
11323,4.9853048795260006e-05
11324,3.1413444335408927e-05
11325,6.232240383775191e-05
11326,7.511806618546703e-05
11327,3.739141198043188e-05
11328,7.013938317261538e-05
11329,0.00017385279681303016
11330,0.00016274744326514947
11331,0.00044532240807132055
11332,0.00010053484476719238
11333,0.00017099737463460425
11334,0.00013432444074089372
11335,5.91368606078463e-05
11336,7.293105046157101e-05
11337,7.162611244877666e-05
11338,3.2527163266625434e-05
11339,2.405475260901436e-05
11340,2.0454245813109404e-05
11341,8.854981611034117e-05
11342,6.666838924643453e-05
11343,4.721327241610067e-05
11344,1.3231344405754835e-05
11345,2.4534591725283812e-05
11346,1.4292086851148624e-05
11347,8.704374975803541e-05
11348,8.993940507691933e-05
11349,0.00010003078118073867
11350,0.00010625000118122354
11351,3.071123132604295e-05
11352,8.659092389470545e-05
11353,4.3595248925507104e-05
11354,2.3742908193040602e-05
11355,6.655152351856268e-05
11356,9.384075513355215e-05
11357,3.0659311128306e-05
11358,3.914833539692559e-05
11359,7.842585179146005e-05
11360,9.508442886812122e-05
11361,5.130341510250181e-05
11362,6.490062745391217e-05
11363,7.560199103118116e-05
11364,9.320611589941817e-05
11365,4.516720998626248e-05
11366,0.0003652828632469695
11367,0.0003836597069058364
11368,4.826106215953787e-05
11369,0.0001486255485316239
11370,0.00013741247516801594
11371,0.00019913943354787848
11372,0.0002980435584724825
11373,0.00021394628886704895
11374,0.0003423896571293601
11375,0.00016578080691983727
11376,5.066537077754041e-05
11377,0.0001513554027295591
11378,9.507932148067624e-05
11379,2.3418623942030565e-05
11380,0.00010607890248747402
11381,7.317749755037682e-05
11382,2.501677444666869e-05
11383,1.7822219436360036e-05
11384,4.041445081180206e-05
11385,1.6734267521312214e-05
11386,0.00010468278664840192
11387,6.161810850557511e-05
11388,7.470629482389086e-05
11389,6.900285399351551e-05
11390,7.2521995251521945e-06
11391,4.142636586111473e-05
11392,2.1144740753816196e-05
11393,3.123974957889612e-05
11394,2.98089355179903e-05
11395,5.179290279328098e-05
11396,4.03563281762218e-05
11397,7.008859726491427e-05
11398,6.994372724472182e-05
11399,0.00011073744639186886
11400,6.153415957470558e-05
11401,6.179921754597792e-05
11402,3.156952547211231e-05
11403,1.6635564258061905e-05
11404,2.3888692846232506e-05
11405,4.384688071452492e-05
11406,5.351212014083965e-05
11407,3.728630577479085e-05
11408,4.894510034867308e-06
11409,1.2713675213675213e-05
11410,7.379264491874128e-05
11411,8.387682068183043e-05
11412,0.00010302157099519133
11413,2.81117537722308e-05
11414,5.5839504173211445e-05
11415,6.192037008398866e-05
11416,4.702631301387689e-05
11417,7.077918645051525e-05
11418,1.0028534127598365e-05
11419,4.764399683167975e-05
11420,1.3770258365935234e-05
11421,4.832379644804843e-05
11422,2.493123424555496e-05
11423,3.0488165645249518e-05
11424,0.0
11425,0.0
11426,0.0
11427,0.0
11428,0.0
11429,0.0
11430,0.0
11431,0.0
11432,0.0
11433,0.0
11434,0.0
11435,0.0
11436,0.0
11437,0.0
11438,0.0
11439,0.0
11440,0.0
11441,0.0
11442,0.0
11443,0.0
11444,0.0
11445,0.0
11446,0.0
11447,0.0
11448,0.0
11449,0.0
11450,0.0
11451,0.0
11452,0.0
11453,0.0
11454,3.08821543618135e-05
11455,7.049248319693353e-05
11456,2.0786042612309315e-05
11457,3.448851147168694e-05
11458,4.751751685443502e-05
11459,2.3348781639966697e-05
11460,0.00010795931091068011
11461,4.037040989651718e-05
11462,2.7935487260169702e-05
11463,0.00030582198596576645
11464,0.00010789979831016093
11465,7.068947339271218e-05
11466,3.651259182936344e-05
11467,5.972716506599035e-05
11468,4.9488164120439845e-05
11469,5.020347538753881e-05
11470,4.9518623259324626e-05
11471,0.00010107553953913608
11472,4.761062472171588e-05
11473,7.054901286332799e-05
11474,6.656054216533253e-05
11475,3.221069051901148e-05
11476,6.735724705019188e-05
11477,0.00015381957469030413
11478,0.00012045526234799284
11479,0.0002352528909132264
11480,0.00012265247280517192
11481,0.00018181212185792458
11482,8.820382577949953e-05
11483,3.716693782665318e-05
11484,5.578693991730383e-05
11485,0.0001090133749424468
11486,2.3352886139438557e-05
11487,1.3544507488115197e-05
11488,4.899680870519073e-05
11489,3.149892899964161e-05
11490,8.236199861831875e-05
11491,0.00022300606193731507
11492,3.349835909743098e-05
11493,0.00015314812077116637
11494,8.015259281061933e-05
11495,4.349808406028554e-05
11496,3.686890087957826e-05
11497,5.075785259051805e-05
11498,1.8877428577485566e-05
11499,4.8903194713763135e-05
11500,7.000190233427072e-05
11501,3.0272865595665285e-05
11502,3.810029797583817e-05
11503,2.2469068380965957e-05
11504,3.142703664362828e-05
11505,0.00015189220316215744
11506,0.000195588729274639
11507,0.00013278254574669303
11508,0.0001402549653540781
11509,0.00020450785824742046
11510,0.00020441236244285606
11511,0.0001418835609654013
11512,0.00014951723664420255
11513,6.104682603790916e-05
11514,2.4735096197150665e-05
11515,2.0183389071147194e-05
11516,2.409951001352829e-05
11517,2.1720441065569967e-05
11518,5.363195154108327e-05
11519,0.00012066564123661776
11520,0.00015191622661561176
11521,8.140959823897933e-05
11522,0.00011815065964789593
11523,8.871466768399231e-05
11524,0.0001403221586190884
